sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
1Hz,60,DecisionTreeClassifier,0.968326,0.968326,0.968326,0.968326,0.936651,0.620000,133.907227,ExtraTreesClassifier,0.999248,0.999250,0.999248,0.999249,0.999187,0.967950,0.967986,0.967950,0.967961,0.956160
1Hz,60,DecisionTreeClassifier,0.968439,0.968439,0.968439,0.968439,0.936878,0.760000,133.907227,ExtraTreesClassifier,0.998288,0.998307,0.998288,0.998286,0.998152,0.967583,0.967626,0.967583,0.967544,0.955687
1Hz,60,DecisionTreeClassifier,0.959115,0.959115,0.959115,0.959115,0.918229,0.580000,133.907227,ExtraTreesClassifier,0.999378,0.999378,0.999378,0.999378,0.999325,0.958804,0.958936,0.958804,0.958816,0.943618
1Hz,60,DecisionTreeClassifier,0.944708,0.944716,0.944708,0.944708,0.889424,0.760000,133.907227,ExtraTreesClassifier,0.999086,0.999087,0.999086,0.999086,0.999014,0.944269,0.944374,0.944269,0.944257,0.923938
1Hz,60,DecisionTreeClassifier,0.960484,0.960485,0.960484,0.960484,0.920969,0.720000,133.907227,RandomForestClassifier,0.999465,0.999465,0.999465,0.999465,0.999420,0.960216,0.960343,0.960216,0.960237,0.945595
1Hz,60,DecisionTreeClassifier,0.986040,0.986051,0.986040,0.986040,0.972091,0.100000,133.907227,ExtraTreesClassifier,0.998936,0.998938,0.998936,0.998936,0.998849,0.985508,0.985498,0.985508,0.985474,0.980150
1Hz,60,DecisionTreeClassifier,0.973298,0.973298,0.973298,0.973298,0.946597,0.160000,133.907227,ExtraTreesClassifier,0.999358,0.999359,0.999358,0.999358,0.999306,0.972977,0.972939,0.972977,0.972901,0.963065
1Hz,60,DecisionTreeClassifier,0.918917,0.918918,0.918917,0.918917,0.837835,0.600000,133.907227,ExtraTreesClassifier,0.999357,0.999370,0.999357,0.999360,0.999305,0.918650,0.918806,0.918650,0.918658,0.888767
1Hz,60,DecisionTreeClassifier,0.973771,0.973771,0.973771,0.973771,0.947543,0.160000,133.907227,ExtraTreesClassifier,0.999145,0.999147,0.999145,0.999145,0.999074,0.973397,0.973407,0.973397,0.973367,0.963598
1Hz,60,DecisionTreeClassifier,0.963218,0.963218,0.963218,0.963218,0.926436,0.600000,133.907227,ExtraTreesClassifier,0.999508,0.999509,0.999508,0.999508,0.999463,0.962972,0.963173,0.962972,0.963002,0.949216
1Hz,60,DecisionTreeClassifier,0.963483,0.963484,0.963483,0.963483,0.926966,0.780000,133.907227,ExtraTreesClassifier,0.999249,0.999249,0.999249,0.999248,0.999188,0.963161,0.963159,0.963161,0.963120,0.949602
1Hz,60,DecisionTreeClassifier,0.956390,0.956391,0.956390,0.956390,0.912781,0.700000,133.907227,ExtraTreesClassifier,0.999357,0.999358,0.999357,0.999357,0.999305,0.956068,0.955949,0.956068,0.955904,0.939923
1Hz,60,DecisionTreeClassifier,0.960634,0.960635,0.960634,0.960634,0.921269,0.820000,133.907227,ExtraTreesClassifier,0.999353,0.999354,0.999353,0.999353,0.999300,0.960311,0.960395,0.960311,0.960324,0.945731
1Hz,60,DecisionTreeClassifier,0.917614,0.917616,0.917614,0.917614,0.835230,0.640000,133.907227,ExtraTreesClassifier,0.999419,0.999419,0.999419,0.999419,0.999373,0.917323,0.917376,0.917323,0.917270,0.886951
1Hz,60,DecisionTreeClassifier,0.943534,0.943534,0.943534,0.943534,0.887069,0.660000,133.907227,ExtraTreesClassifier,0.998893,0.998893,0.998893,0.998892,0.998791,0.943054,0.943241,0.943054,0.943084,0.921905
1Hz,60,DecisionTreeClassifier,0.976208,0.976208,0.976208,0.976208,0.952417,0.100000,133.907227,ExtraTreesClassifier,0.990825,0.991032,0.990825,0.990875,0.990067,0.971674,0.971758,0.971674,0.971687,0.961241
1Hz,60,DecisionTreeClassifier,0.947059,0.947060,0.947059,0.947058,0.894118,0.780000,133.907227,ExtraTreesClassifier,0.999355,0.999355,0.999355,0.999355,0.999303,0.946736,0.946979,0.946736,0.946745,0.927157
1Hz,60,DecisionTreeClassifier,0.940733,0.940737,0.940733,0.940733,0.881470,0.740000,133.907227,ExtraTreesClassifier,0.999671,0.999671,0.999671,0.999671,0.999645,0.940568,0.940663,0.940568,0.940544,0.918686
1Hz,60,DecisionTreeClassifier,0.915499,0.915502,0.915499,0.915498,0.831000,0.740000,133.907227,ExtraTreesClassifier,0.999208,0.999210,0.999208,0.999203,0.999142,0.915133,0.915444,0.915133,0.915208,0.883766
1Hz,60,DecisionTreeClassifier,0.935977,0.935979,0.935977,0.935977,0.871956,0.740000,133.907227,ExtraTreesClassifier,0.999582,0.999582,0.999582,0.999582,0.999547,0.935768,0.936030,0.935768,0.935842,0.912042
1Hz,60,DecisionTreeClassifier,0.951085,0.951085,0.951085,0.951085,0.902170,0.640000,133.907227,ExtraTreesClassifier,0.999321,0.999321,0.999321,0.999321,0.999267,0.950745,0.950714,0.950745,0.950514,0.932685
1Hz,60,DecisionTreeClassifier,0.945688,0.945688,0.945688,0.945688,0.891376,0.700000,133.907227,ExtraTreesClassifier,0.995760,0.995812,0.995760,0.995765,0.995420,0.943622,0.943616,0.943622,0.943482,0.922922
1Hz,60,DecisionTreeClassifier,0.955086,0.955086,0.955086,0.955086,0.910173,0.600000,133.907227,ExtraTreesClassifier,0.999410,0.999411,0.999410,0.999410,0.999363,0.954792,0.954888,0.954792,0.954777,0.938188
1Hz,75,DecisionTreeClassifier,0.967187,0.967187,0.967187,0.967187,0.934374,0.840000,133.907227,ExtraTreesClassifier,0.997872,0.997883,0.997872,0.997870,0.997664,0.966123,0.966332,0.966123,0.966150,0.953445
1Hz,75,DecisionTreeClassifier,0.929686,0.929687,0.929686,0.929686,0.859373,0.760000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999507,0.929458,0.929289,0.929458,0.928985,0.903484
1Hz,75,DecisionTreeClassifier,0.966542,0.966542,0.966542,0.966542,0.933083,0.280000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999537,0.966381,0.966430,0.966381,0.966354,0.954052
1Hz,75,DecisionTreeClassifier,0.962193,0.962193,0.962193,0.962193,0.924387,0.620000,133.907227,ExtraTreesClassifier,0.999317,0.999318,0.999317,0.999317,0.999258,0.961852,0.961857,0.961852,0.961818,0.947757
1Hz,75,DecisionTreeClassifier,0.985846,0.985846,0.985846,0.985846,0.971692,0.260000,133.907227,ExtraTreesClassifier,0.999197,0.999198,0.999197,0.999197,0.999133,0.985444,0.985472,0.985444,0.985445,0.980101
1Hz,75,DecisionTreeClassifier,0.957485,0.957485,0.957485,0.957485,0.914970,0.740000,133.907227,ExtraTreesClassifier,0.999015,0.999015,0.999015,0.999015,0.998932,0.956993,0.957027,0.956993,0.956990,0.941122
1Hz,75,DecisionTreeClassifier,0.927318,0.927318,0.927318,0.927318,0.854637,0.720000,133.907227,ExtraTreesClassifier,0.999583,0.999583,0.999583,0.999583,0.999550,0.927110,0.927097,0.927110,0.926964,0.900389
1Hz,75,DecisionTreeClassifier,0.988167,0.988167,0.988167,0.988167,0.976335,0.820000,133.907227,ExtraTreesClassifier,0.999678,0.999678,0.999678,0.999678,0.999652,0.988006,0.988031,0.988006,0.988000,0.983598
1Hz,75,DecisionTreeClassifier,0.945233,0.945233,0.945233,0.945233,0.890466,0.640000,133.907227,ExtraTreesClassifier,0.997958,0.997979,0.997958,0.997959,0.997796,0.944319,0.944462,0.944319,0.944274,0.923913
1Hz,75,DecisionTreeClassifier,0.973372,0.973372,0.973372,0.973372,0.946744,0.600000,133.907227,ExtraTreesClassifier,0.999248,0.999249,0.999248,0.999248,0.999187,0.972996,0.973064,0.972996,0.973016,0.963067
1Hz,75,DecisionTreeClassifier,0.967904,0.967907,0.967904,0.967904,0.935811,0.820000,133.907227,ExtraTreesClassifier,0.998395,0.998396,0.998395,0.998392,0.998267,0.967102,0.967245,0.967102,0.967099,0.955069
1Hz,75,DecisionTreeClassifier,0.968520,0.968520,0.968520,0.968520,0.937040,0.600000,133.907227,ExtraTreesClassifier,0.999708,0.999708,0.999708,0.999708,0.999683,0.968374,0.968415,0.968374,0.968374,0.956707
1Hz,75,DecisionTreeClassifier,0.953390,0.953391,0.953390,0.953390,0.906782,0.780000,133.907227,ExtraTreesClassifier,0.999402,0.999403,0.999402,0.999403,0.999355,0.953109,0.953211,0.953109,0.953122,0.935946
1Hz,75,DecisionTreeClassifier,0.967124,0.967124,0.967124,0.967124,0.934247,0.740000,133.907227,ExtraTreesClassifier,0.999518,0.999518,0.999518,0.999518,0.999478,0.966883,0.966984,0.966883,0.966893,0.954692
1Hz,75,DecisionTreeClassifier,0.987812,0.987816,0.987812,0.987812,0.975629,0.100000,133.907227,ExtraTreesClassifier,0.999468,0.999468,0.999468,0.999468,0.999425,0.987547,0.987582,0.987547,0.987537,0.982955
1Hz,75,DecisionTreeClassifier,0.981325,0.981325,0.981325,0.981325,0.962650,0.100000,133.907227,ExtraTreesClassifier,0.999572,0.999574,0.999572,0.999572,0.999538,0.981111,0.981085,0.981111,0.981086,0.974177
1Hz,75,DecisionTreeClassifier,0.941854,0.941854,0.941854,0.941854,0.883709,0.680000,133.907227,ExtraTreesClassifier,0.999678,0.999680,0.999678,0.999679,0.999652,0.941693,0.941973,0.941693,0.941720,0.920284
1Hz,75,DecisionTreeClassifier,0.975855,0.975855,0.975855,0.975855,0.951709,0.100000,133.907227,RandomForestClassifier,0.999573,0.999574,0.999573,0.999573,0.999537,0.975641,0.975737,0.975641,0.975643,0.966672
1Hz,75,DecisionTreeClassifier,0.971282,0.971283,0.971282,0.971282,0.942565,0.740000,133.907227,RandomForestClassifier,0.999508,0.999510,0.999508,0.999508,0.999463,0.971037,0.971242,0.971037,0.971080,0.960293
1Hz,75,DecisionTreeClassifier,0.972096,0.972096,0.972096,0.972096,0.944191,0.700000,133.907227,ExtraTreesClassifier,0.999302,0.999302,0.999302,0.999302,0.999246,0.971747,0.971775,0.971747,0.971744,0.961369
1Hz,75,DecisionTreeClassifier,0.961456,0.961456,0.961456,0.961456,0.922912,0.660000,133.907227,ExtraTreesClassifier,0.999571,0.999571,0.999571,0.999571,0.999537,0.961242,0.961181,0.961242,0.961150,0.947015
1Hz,75,DecisionTreeClassifier,0.964193,0.964193,0.964193,0.964193,0.928387,0.860000,133.907227,ExtraTreesClassifier,0.999461,0.999463,0.999461,0.999461,0.999416,0.963924,0.963949,0.963924,0.963899,0.950657
1Hz,75,DecisionTreeClassifier,0.927231,0.927231,0.927231,0.927231,0.854462,0.620000,133.907227,ExtraTreesClassifier,0.998961,0.998962,0.998961,0.998961,0.998880,0.926727,0.926767,0.926727,0.926671,0.899914
1Hz,75,DecisionTreeClassifier,0.946450,0.946450,0.946450,0.946450,0.892900,0.680000,133.907227,ExtraTreesClassifier,0.999402,0.999403,0.999402,0.999401,0.999348,0.946188,0.946353,0.946188,0.946169,0.926199
1Hz,75,DecisionTreeClassifier,0.979729,0.979731,0.979729,0.979729,0.959460,0.100000,133.907227,ExtraTreesClassifier,0.990611,0.990755,0.990611,0.990656,0.989831,0.975088,0.975154,0.975088,0.975092,0.965890
1Hz,75,DecisionTreeClassifier,0.958405,0.958405,0.958405,0.958405,0.916810,0.760000,133.907227,ExtraTreesClassifier,0.999462,0.999463,0.999462,0.999462,0.999419,0.958136,0.958363,0.958136,0.958189,0.942789
1Hz,75,DecisionTreeClassifier,0.948165,0.948165,0.948165,0.948165,0.896330,0.720000,133.907227,ExtraTreesClassifier,0.999451,0.999452,0.999451,0.999451,0.999408,0.947891,0.948014,0.947891,0.947922,0.928776
1Hz,75,DecisionTreeClassifier,0.923818,0.923822,0.923818,0.923817,0.847639,0.740000,133.907227,ExtraTreesClassifier,0.999512,0.999514,0.999512,0.999511,0.999472,0.923574,0.923923,0.923574,0.923647,0.895517
1Hz,75,DecisionTreeClassifier,0.950486,0.950487,0.950486,0.950486,0.900973,0.740000,133.907227,ExtraTreesClassifier,0.999529,0.999530,0.999529,0.999529,0.999490,0.950251,0.950530,0.950251,0.950338,0.931933
1Hz,75,DecisionTreeClassifier,0.957233,0.957233,0.957233,0.957233,0.914466,0.700000,133.907227,ExtraTreesClassifier,0.999500,0.999500,0.999500,0.999500,0.999460,0.957000,0.957143,0.957000,0.956877,0.941222
1Hz,75,DecisionTreeClassifier,0.951377,0.951377,0.951377,0.951377,0.902753,0.700000,133.907227,ExtraTreesClassifier,0.997102,0.997121,0.997102,0.997105,0.996868,0.949954,0.950020,0.949954,0.949846,0.931557
1Hz,75,DecisionTreeClassifier,0.965404,0.965404,0.965404,0.965404,0.930807,0.720000,133.907227,ExtraTreesClassifier,0.999464,0.999465,0.999464,0.999464,0.999421,0.965162,0.965237,0.965162,0.965180,0.952367
1Hz,90,DecisionTreeClassifier,0.971503,0.971503,0.971503,0.971503,0.943006,0.840000,133.907227,ExtraTreesClassifier,0.998581,0.998590,0.998581,0.998580,0.998443,0.970793,0.970936,0.970793,0.970807,0.959858
1Hz,90,DecisionTreeClassifier,0.939597,0.939600,0.939597,0.939597,0.879197,0.740000,133.907227,ExtraTreesClassifier,0.999715,0.999715,0.999715,0.999715,0.999692,0.939483,0.939413,0.939483,0.939211,0.917296
1Hz,90,DecisionTreeClassifier,0.976193,0.976193,0.976193,0.976193,0.952386,0.200000,133.907227,ExtraTreesClassifier,0.999142,0.999144,0.999142,0.999142,0.999074,0.975764,0.975780,0.975764,0.975745,0.966864
1Hz,90,DecisionTreeClassifier,0.964869,0.964870,0.964869,0.964869,0.929739,0.720000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999505,0.964642,0.964653,0.964642,0.964620,0.951595
1Hz,90,DecisionTreeClassifier,0.987157,0.987157,0.987157,0.987157,0.974314,0.840000,133.907227,ExtraTreesClassifier,0.999197,0.999198,0.999197,0.999197,0.999133,0.986755,0.986774,0.986755,0.986755,0.981895
1Hz,90,DecisionTreeClassifier,0.957686,0.957687,0.957686,0.957686,0.915373,0.740000,133.907227,ExtraTreesClassifier,0.998884,0.998884,0.998884,0.998884,0.998790,0.957149,0.957185,0.957149,0.957136,0.941312
1Hz,90,DecisionTreeClassifier,0.924504,0.924504,0.924504,0.924504,0.849008,0.700000,133.907227,ExtraTreesClassifier,0.999340,0.999341,0.999340,0.999340,0.999287,0.924191,0.924147,0.924191,0.924037,0.896374
1Hz,90,DecisionTreeClassifier,0.988892,0.988892,0.988892,0.988892,0.977784,0.900000,133.907227,ExtraTreesClassifier,0.999302,0.999303,0.999302,0.999302,0.999245,0.988543,0.988584,0.988543,0.988544,0.984335
1Hz,90,DecisionTreeClassifier,0.956304,0.956304,0.956304,0.956304,0.912609,0.420000,133.907227,ExtraTreesClassifier,0.998388,0.998387,0.998388,0.998384,0.998260,0.955498,0.955571,0.955498,0.955485,0.939180
1Hz,90,DecisionTreeClassifier,0.968513,0.968514,0.968513,0.968513,0.937027,0.740000,133.907227,ExtraTreesClassifier,0.999034,0.999033,0.999034,0.999033,0.998955,0.968057,0.968111,0.968057,0.968067,0.956305
1Hz,90,DecisionTreeClassifier,0.974858,0.974858,0.974858,0.974858,0.949717,0.760000,133.907227,ExtraTreesClassifier,0.999037,0.999039,0.999037,0.999037,0.998960,0.974377,0.974461,0.974377,0.974385,0.964974
1Hz,90,DecisionTreeClassifier,0.970212,0.970212,0.970212,0.970212,0.940424,0.440000,133.907227,ExtraTreesClassifier,0.999579,0.999580,0.999579,0.999579,0.999544,0.970023,0.970052,0.970023,0.970018,0.958960
1Hz,90,DecisionTreeClassifier,0.958821,0.958821,0.958821,0.958821,0.917642,0.760000,133.907227,ExtraTreesClassifier,0.999262,0.999263,0.999262,0.999262,0.999203,0.958470,0.958558,0.958470,0.958480,0.943241
1Hz,90,DecisionTreeClassifier,0.967659,0.967661,0.967659,0.967659,0.935320,0.800000,133.907227,ExtraTreesClassifier,0.999679,0.999679,0.999679,0.999679,0.999652,0.967498,0.967605,0.967498,0.967532,0.955562
1Hz,90,DecisionTreeClassifier,0.988256,0.988283,0.988256,0.988255,0.976539,0.100000,133.907227,ExtraTreesClassifier,1.000000,1.000000,1.000000,1.000000,1.000000,0.988256,0.988287,0.988256,0.988226,0.983910
1Hz,90,DecisionTreeClassifier,0.981218,0.981221,0.981218,0.981218,0.962439,0.100000,133.907227,ExtraTreesClassifier,0.999144,0.999148,0.999144,0.999144,0.999075,0.980790,0.980779,0.980790,0.980767,0.973716
1Hz,90,DecisionTreeClassifier,0.944212,0.944212,0.944212,0.944212,0.888424,0.740000,133.907227,ExtraTreesClassifier,0.999893,0.999893,0.999893,0.999893,0.999884,0.944159,0.944278,0.944159,0.944159,0.923628
1Hz,90,DecisionTreeClassifier,0.976389,0.976389,0.976389,0.976389,0.952778,0.180000,133.907227,ExtraTreesClassifier,0.999573,0.999573,0.999573,0.999573,0.999537,0.976175,0.976212,0.976175,0.976171,0.967399
1Hz,90,DecisionTreeClassifier,0.970348,0.970348,0.970348,0.970348,0.940696,0.660000,133.907227,ExtraTreesClassifier,0.999508,0.999510,0.999508,0.999508,0.999463,0.970102,0.970280,0.970102,0.970133,0.958992
1Hz,90,DecisionTreeClassifier,0.973061,0.973062,0.973061,0.973061,0.946123,0.720000,133.907227,ExtraTreesClassifier,0.999034,0.999034,0.999034,0.999033,0.998956,0.972605,0.972712,0.972605,0.972617,0.962550
1Hz,90,DecisionTreeClassifier,0.968693,0.968693,0.968693,0.968693,0.937386,0.720000,133.907227,ExtraTreesClassifier,0.999518,0.999518,0.999518,0.999517,0.999479,0.968479,0.968437,0.968479,0.968423,0.956911
1Hz,90,DecisionTreeClassifier,0.975464,0.975464,0.975464,0.975464,0.950928,0.400000,133.907227,ExtraTreesClassifier,0.999784,0.999785,0.999784,0.999784,0.999767,0.975356,0.975416,0.975356,0.975366,0.966288
1Hz,90,DecisionTreeClassifier,0.930521,0.930522,0.930521,0.930521,0.861043,0.680000,133.907227,ExtraTreesClassifier,0.999216,0.999217,0.999216,0.999216,0.999155,0.930211,0.930419,0.930211,0.930221,0.904607
1Hz,90,DecisionTreeClassifier,0.959620,0.959620,0.959620,0.959620,0.919240,0.580000,133.907227,ExtraTreesClassifier,0.999167,0.999169,0.999167,0.999165,0.999092,0.959204,0.959356,0.959204,0.959238,0.944064
1Hz,90,DecisionTreeClassifier,0.979622,0.979622,0.979622,0.979622,0.959245,0.220000,133.907227,ExtraTreesClassifier,0.992958,0.993013,0.992958,0.992963,0.992374,0.976102,0.976124,0.976102,0.976097,0.967299
1Hz,90,DecisionTreeClassifier,0.969079,0.969080,0.969079,0.969079,0.938160,0.780000,133.907227,ExtraTreesClassifier,0.999408,0.999409,0.999408,0.999409,0.999361,0.968784,0.968886,0.968784,0.968806,0.957345
1Hz,90,DecisionTreeClassifier,0.952690,0.952691,0.952690,0.952690,0.905381,0.720000,133.907227,ExtraTreesClassifier,0.999177,0.999179,0.999177,0.999177,0.999112,0.952361,0.952435,0.952361,0.952375,0.934891
1Hz,90,DecisionTreeClassifier,0.932624,0.932630,0.932624,0.932624,0.865254,0.760000,133.907227,ExtraTreesClassifier,0.999451,0.999453,0.999451,0.999449,0.999406,0.932350,0.932508,0.932350,0.932385,0.907537
1Hz,90,DecisionTreeClassifier,0.947218,0.947219,0.947218,0.947218,0.894437,0.720000,133.907227,ExtraTreesClassifier,0.999268,0.999268,0.999268,0.999268,0.999206,0.946852,0.947046,0.946852,0.946896,0.927268
1Hz,90,DecisionTreeClassifier,0.964435,0.964435,0.964435,0.964435,0.928870,0.740000,133.907227,ExtraTreesClassifier,0.999607,0.999607,0.999607,0.999607,0.999576,0.964256,0.964364,0.964256,0.964202,0.951146
1Hz,90,DecisionTreeClassifier,0.958112,0.958112,0.958112,0.958112,0.916224,0.720000,133.907227,ExtraTreesClassifier,0.997317,0.997339,0.997317,0.997321,0.997101,0.956797,0.957020,0.956797,0.956774,0.940947
1Hz,90,DecisionTreeClassifier,0.972237,0.972237,0.972237,0.972237,0.944474,0.580000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999537,0.972023,0.972069,0.972023,0.972035,0.961748
1Hz,105,DecisionTreeClassifier,0.974045,0.974045,0.974045,0.974045,0.948090,0.740000,133.907227,ExtraTreesClassifier,0.998581,0.998586,0.998581,0.998580,0.998443,0.973336,0.973422,0.973336,0.973352,0.963361
1Hz,105,DecisionTreeClassifier,0.947087,0.947087,0.947087,0.947087,0.894174,0.760000,133.907227,ExtraTreesClassifier,0.999658,0.999659,0.999658,0.999658,0.999630,0.946916,0.946839,0.946916,0.946686,0.927414
1Hz,105,DecisionTreeClassifier,0.972601,0.972601,0.972601,0.972601,0.945201,0.300000,133.907227,RandomForestClassifier,0.999571,0.999572,0.999571,0.999571,0.999537,0.972386,0.972447,0.972386,0.972372,0.962249
1Hz,105,DecisionTreeClassifier,0.974349,0.974350,0.974349,0.974349,0.948699,0.280000,133.907227,ExtraTreesClassifier,0.999203,0.999204,0.999203,0.999203,0.999135,0.973951,0.973940,0.973951,0.973935,0.964334
1Hz,105,DecisionTreeClassifier,0.986381,0.986381,0.986381,0.986381,0.972762,0.260000,133.907227,ExtraTreesClassifier,0.999465,0.999466,0.999465,0.999465,0.999422,0.986140,0.986147,0.986140,0.986133,0.981053
1Hz,105,DecisionTreeClassifier,0.962675,0.962675,0.962675,0.962675,0.925350,0.740000,133.907227,ExtraTreesClassifier,0.999085,0.999086,0.999085,0.999085,0.999007,0.962238,0.962293,0.962238,0.962218,0.948298
1Hz,105,DecisionTreeClassifier,0.932339,0.932343,0.932339,0.932338,0.864681,0.660000,133.907227,ExtraTreesClassifier,0.999236,0.999236,0.999236,0.999236,0.999175,0.931974,0.931997,0.931974,0.931898,0.907125
1Hz,105,DecisionTreeClassifier,0.988597,0.988601,0.988597,0.988597,0.977197,0.900000,133.907227,ExtraTreesClassifier,0.999517,0.999517,0.999517,0.999517,0.999478,0.988355,0.988403,0.988355,0.988361,0.984091
1Hz,105,DecisionTreeClassifier,0.958992,0.958992,0.958992,0.958992,0.917983,0.360000,133.907227,ExtraTreesClassifier,0.999355,0.999357,0.999355,0.999355,0.999304,0.958669,0.958731,0.958669,0.958662,0.943504
1Hz,105,DecisionTreeClassifier,0.977774,0.977774,0.977774,0.977774,0.955548,0.760000,133.907227,ExtraTreesClassifier,0.999141,0.999142,0.999141,0.999141,0.999071,0.977345,0.977374,0.977345,0.977355,0.969013
1Hz,105,DecisionTreeClassifier,0.974912,0.974912,0.974912,0.974912,0.949823,0.680000,133.907227,ExtraTreesClassifier,0.999144,0.999144,0.999144,0.999144,0.999076,0.974537,0.974593,0.974537,0.974540,0.965191
1Hz,105,DecisionTreeClassifier,0.973136,0.973136,0.973136,0.973136,0.946271,0.380000,133.907227,ExtraTreesClassifier,0.999576,0.999576,0.999576,0.999576,0.999541,0.972924,0.972944,0.972924,0.972918,0.962938
1Hz,105,DecisionTreeClassifier,0.961528,0.961528,0.961528,0.961528,0.923056,0.820000,133.907227,ExtraTreesClassifier,0.999402,0.999403,0.999402,0.999402,0.999355,0.961264,0.961481,0.961264,0.961281,0.947046
1Hz,105,DecisionTreeClassifier,0.975289,0.975289,0.975289,0.975289,0.950578,0.700000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999536,0.975075,0.975137,0.975075,0.975084,0.965901
1Hz,105,DecisionTreeClassifier,0.990516,0.990532,0.990516,0.990516,0.981048,0.100000,133.907227,ExtraTreesClassifier,0.999468,0.999469,0.999468,0.999468,0.999424,0.990250,0.990269,0.990250,0.990240,0.986644
1Hz,105,DecisionTreeClassifier,0.985231,0.985257,0.985231,0.985231,0.970488,0.100000,133.907227,ExtraTreesClassifier,0.999465,0.999467,0.999465,0.999465,0.999422,0.984964,0.984978,0.984964,0.984937,0.979409
1Hz,105,DecisionTreeClassifier,0.950000,0.950001,0.950000,0.950000,0.900001,0.700000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999768,0.949893,0.949951,0.949893,0.949878,0.931508
1Hz,105,DecisionTreeClassifier,0.983547,0.983557,0.983547,0.983547,0.967104,0.100000,133.907227,ExtraTreesClassifier,0.999573,0.999573,0.999573,0.999573,0.999537,0.983333,0.983351,0.983333,0.983329,0.977166
1Hz,105,DecisionTreeClassifier,0.977036,0.977036,0.977036,0.977036,0.954072,0.200000,133.907227,ExtraTreesClassifier,0.999803,0.999804,0.999803,0.999803,0.999785,0.976937,0.977072,0.976937,0.976966,0.968367
1Hz,105,DecisionTreeClassifier,0.974162,0.974162,0.974162,0.974162,0.948323,0.440000,133.907227,ExtraTreesClassifier,0.999249,0.999249,0.999249,0.999249,0.999188,0.973840,0.973887,0.973840,0.973841,0.964226
1Hz,105,DecisionTreeClassifier,0.968184,0.968184,0.968184,0.968184,0.936368,0.740000,133.907227,ExtraTreesClassifier,0.999410,0.999411,0.999410,0.999410,0.999363,0.967889,0.967933,0.967889,0.967829,0.956105
1Hz,105,DecisionTreeClassifier,0.975248,0.975248,0.975248,0.975248,0.950496,0.820000,133.907227,ExtraTreesClassifier,0.999676,0.999677,0.999676,0.999676,0.999650,0.975086,0.975146,0.975086,0.975078,0.965924
1Hz,105,DecisionTreeClassifier,0.940955,0.940957,0.940955,0.940955,0.881912,0.660000,133.907227,ExtraTreesClassifier,0.999311,0.999311,0.999311,0.999311,0.999257,0.940627,0.940604,0.940627,0.940535,0.918831
1Hz,105,DecisionTreeClassifier,0.949709,0.949709,0.949709,0.949709,0.899418,0.560000,133.907227,RandomForestClassifier,0.999387,0.999387,0.999387,0.999386,0.999332,0.949402,0.949457,0.949402,0.949364,0.930650
1Hz,105,DecisionTreeClassifier,0.980689,0.980709,0.980689,0.980689,0.961398,0.100000,133.907227,ExtraTreesClassifier,0.993812,0.993867,0.993812,0.993826,0.993298,0.977809,0.977839,0.977809,0.977796,0.969581
1Hz,105,DecisionTreeClassifier,0.970316,0.970316,0.970316,0.970316,0.940632,0.800000,133.907227,ExtraTreesClassifier,0.999355,0.999355,0.999355,0.999355,0.999303,0.969994,0.970110,0.969994,0.970016,0.958982
1Hz,105,DecisionTreeClassifier,0.958806,0.958809,0.958806,0.958806,0.917615,0.680000,133.907227,ExtraTreesClassifier,0.999561,0.999561,0.999561,0.999561,0.999526,0.958587,0.958676,0.958587,0.958600,0.943432
1Hz,105,DecisionTreeClassifier,0.933813,0.933813,0.933813,0.933813,0.867626,0.720000,133.907227,ExtraTreesClassifier,0.999391,0.999391,0.999391,0.999390,0.999340,0.933508,0.933716,0.933508,0.933523,0.909051
1Hz,105,DecisionTreeClassifier,0.959662,0.959662,0.959662,0.959662,0.919325,0.760000,133.907227,ExtraTreesClassifier,0.999582,0.999582,0.999582,0.999582,0.999547,0.959505,0.959639,0.959505,0.959546,0.944572
1Hz,105,DecisionTreeClassifier,0.969028,0.969028,0.969028,0.969028,0.938056,0.520000,133.907227,ExtraTreesClassifier,0.999607,0.999607,0.999607,0.999607,0.999576,0.968832,0.968888,0.968832,0.968809,0.957397
1Hz,105,DecisionTreeClassifier,0.960688,0.960689,0.960688,0.960688,0.921377,0.740000,133.907227,ExtraTreesClassifier,0.997692,0.997693,0.997692,0.997692,0.997506,0.959561,0.959655,0.959561,0.959536,0.944690
1Hz,105,DecisionTreeClassifier,0.970978,0.970978,0.970978,0.970978,0.941955,0.720000,133.907227,ExtraTreesClassifier,0.999625,0.999625,0.999625,0.999625,0.999595,0.970790,0.970862,0.970790,0.970795,0.960054
