sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
2Hz,75,DecisionTreeClassifier,0.967884,0.967884,0.967884,0.967884,0.935768,0.420000,133.907227,ExtraTreesClassifier,0.999753,0.999753,0.999753,0.999753,0.999730,0.967760,0.967794,0.967760,0.967752,0.955797
2Hz,75,DecisionTreeClassifier,0.983145,0.983145,0.983145,0.983145,0.966291,0.780000,133.907227,ExtraTreesClassifier,0.999284,0.999283,0.999284,0.999283,0.999220,0.982787,0.982842,0.982787,0.982787,0.976412
2Hz,75,DecisionTreeClassifier,0.948899,0.948899,0.948899,0.948899,0.897799,0.680000,133.907227,ExtraTreesClassifier,0.999218,0.999219,0.999218,0.999217,0.999147,0.948508,0.948804,0.948508,0.948567,0.929391
2Hz,75,DecisionTreeClassifier,0.980085,0.980086,0.980085,0.980085,0.960171,0.860000,133.907227,ExtraTreesClassifier,0.990069,0.990299,0.990069,0.990099,0.989256,0.975147,0.975256,0.975147,0.975144,0.965990
2Hz,75,DecisionTreeClassifier,0.959801,0.959802,0.959801,0.959801,0.919603,0.800000,133.907227,ExtraTreesClassifier,0.999731,0.999731,0.999731,0.999731,0.999709,0.959666,0.959849,0.959666,0.959703,0.944856
2Hz,75,DecisionTreeClassifier,0.977784,0.977784,0.977784,0.977784,0.955568,0.800000,133.907227,ExtraTreesClassifier,0.999570,0.999570,0.999570,0.999570,0.999535,0.977569,0.977659,0.977569,0.977581,0.969323
2Hz,75,DecisionTreeClassifier,0.959713,0.959713,0.959713,0.959713,0.919426,0.760000,133.907227,ExtraTreesClassifier,0.999570,0.999572,0.999570,0.999570,0.999535,0.959498,0.959596,0.959498,0.959513,0.944634
2Hz,75,DecisionTreeClassifier,0.956172,0.956173,0.956172,0.956172,0.912344,0.780000,133.907227,ExtraTreesClassifier,0.999215,0.999215,0.999215,0.999215,0.999147,0.955779,0.955893,0.955779,0.955801,0.939450
2Hz,75,DecisionTreeClassifier,0.945450,0.945450,0.945450,0.945450,0.890900,0.760000,133.907227,ExtraTreesClassifier,0.998431,0.998413,0.998431,0.998404,0.998301,0.944665,0.944715,0.944665,0.944645,0.924316
2Hz,75,DecisionTreeClassifier,0.941725,0.941727,0.941725,0.941725,0.883452,0.760000,133.907227,ExtraTreesClassifier,0.999666,0.999666,0.999666,0.999666,0.999637,0.941558,0.941895,0.941558,0.941664,0.920005
2Hz,75,DecisionTreeClassifier,0.986456,0.986456,0.986456,0.986456,0.972913,0.160000,133.907227,ExtraTreesClassifier,0.999311,0.999311,0.999311,0.999311,0.999253,0.986138,0.986172,0.986138,0.986145,0.981031
2Hz,75,DecisionTreeClassifier,0.965627,0.965627,0.965627,0.965627,0.931254,0.780000,133.907227,ExtraTreesClassifier,0.999329,0.999329,0.999329,0.999328,0.999272,0.965291,0.965319,0.965291,0.965272,0.952502
2Hz,75,DecisionTreeClassifier,0.997482,0.997488,0.997482,0.997482,0.994970,0.100000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999572,0.999537,0.997268,0.997271,0.997268,0.997264,0.996263
2Hz,75,DecisionTreeClassifier,0.951547,0.951549,0.951547,0.951547,0.903096,0.740000,133.907227,ExtraTreesClassifier,0.999356,0.999356,0.999356,0.999356,0.999304,0.951251,0.951183,0.951251,0.951043,0.933318
2Hz,75,DecisionTreeClassifier,0.981694,0.981694,0.981694,0.981694,0.963389,0.180000,133.907227,ExtraTreesClassifier,0.995417,0.995496,0.995417,0.995431,0.995044,0.979483,0.979486,0.979483,0.979417,0.971931
2Hz,75,DecisionTreeClassifier,0.949658,0.949658,0.949658,0.949658,0.899315,0.740000,133.907227,ExtraTreesClassifier,0.998716,0.998717,0.998716,0.998716,0.998613,0.949042,0.949130,0.949042,0.948902,0.930342
2Hz,75,DecisionTreeClassifier,0.967462,0.967467,0.967462,0.967462,0.934930,0.760000,133.907227,ExtraTreesClassifier,0.999304,0.999306,0.999304,0.999305,0.999249,0.967114,0.967265,0.967114,0.967129,0.955002
2Hz,75,DecisionTreeClassifier,0.980968,0.980968,0.980968,0.980968,0.961936,0.140000,133.907227,ExtraTreesClassifier,0.999624,0.999624,0.999624,0.999624,0.999593,0.980780,0.980812,0.980780,0.980775,0.973708
2Hz,90,DecisionTreeClassifier,0.971335,0.971354,0.971335,0.971334,0.942689,0.880000,133.907227,ExtraTreesClassifier,0.999053,0.999054,0.999053,0.999053,0.998962,0.970861,0.970999,0.970861,0.970874,0.960070
2Hz,90,DecisionTreeClassifier,0.974986,0.974987,0.974986,0.974986,0.949973,0.860000,133.907227,ExtraTreesClassifier,0.999635,0.999636,0.999635,0.999635,0.999602,0.974804,0.974868,0.974804,0.974798,0.965432
2Hz,90,DecisionTreeClassifier,0.939352,0.939352,0.939352,0.939352,0.878704,0.760000,133.907227,ExtraTreesClassifier,0.999625,0.999625,0.999625,0.999625,0.999595,0.939164,0.939396,0.939164,0.938982,0.916872
2Hz,90,DecisionTreeClassifier,0.976576,0.976576,0.976576,0.976576,0.953153,0.820000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999536,0.976362,0.976395,0.976362,0.976344,0.967681
2Hz,90,DecisionTreeClassifier,0.987455,0.987455,0.987455,0.987455,0.974909,0.140000,133.907227,ExtraTreesClassifier,0.999233,0.999240,0.999233,0.999234,0.999168,0.987071,0.987065,0.987071,0.987060,0.982299
2Hz,90,DecisionTreeClassifier,0.984934,0.984934,0.984934,0.984934,0.969869,0.160000,133.907227,ExtraTreesClassifier,0.998777,0.998784,0.998777,0.998776,0.998668,0.984323,0.984364,0.984323,0.984327,0.978509
2Hz,90,DecisionTreeClassifier,0.985425,0.985425,0.985425,0.985425,0.970850,0.840000,133.907227,ExtraTreesClassifier,0.999625,0.999625,0.999625,0.999625,0.999595,0.985237,0.985266,0.985237,0.985235,0.979815
2Hz,90,DecisionTreeClassifier,0.995451,0.995454,0.995451,0.995451,0.990905,0.100000,133.907227,ExtraTreesClassifier,0.999679,0.999683,0.999679,0.999680,0.999653,0.995291,0.995296,0.995291,0.995288,0.993558
2Hz,90,DecisionTreeClassifier,0.993938,0.993943,0.993938,0.993938,0.987881,0.100000,133.907227,ExtraTreesClassifier,0.999515,0.999516,0.999515,0.999514,0.999475,0.993695,0.993696,0.993695,0.993692,0.991370
2Hz,90,DecisionTreeClassifier,0.973994,0.973994,0.973994,0.973994,0.947987,0.520000,133.907227,ExtraTreesClassifier,0.999365,0.999366,0.999365,0.999364,0.999309,0.973710,0.973756,0.973710,0.973709,0.963964
2Hz,90,DecisionTreeClassifier,0.958765,0.958765,0.958765,0.958765,0.917530,0.660000,133.907227,ExtraTreesClassifier,0.999306,0.999306,0.999306,0.999306,0.999243,0.958418,0.958431,0.958418,0.958407,0.942982
2Hz,90,DecisionTreeClassifier,0.996198,0.996206,0.996198,0.996198,0.992404,0.100000,133.907227,ExtraTreesClassifier,0.998876,0.998880,0.998876,0.998877,0.998786,0.995636,0.995648,0.995636,0.995635,0.994030
2Hz,90,DecisionTreeClassifier,0.942785,0.942785,0.942785,0.942785,0.885571,0.560000,133.907227,ExtraTreesClassifier,0.999358,0.999360,0.999358,0.999358,0.999306,0.942491,0.942442,0.942491,0.942390,0.921393
2Hz,90,DecisionTreeClassifier,0.993697,0.993709,0.993697,0.993697,0.987406,0.100000,133.907227,ExtraTreesClassifier,0.999515,0.999516,0.999515,0.999515,0.999475,0.993454,0.993464,0.993454,0.993448,0.991037
2Hz,90,DecisionTreeClassifier,0.944743,0.944743,0.944743,0.944743,0.889485,0.540000,133.907227,ExtraTreesClassifier,0.999437,0.999437,0.999437,0.999437,0.999391,0.944474,0.944615,0.944474,0.944463,0.924095
2Hz,90,DecisionTreeClassifier,0.969816,0.969817,0.969816,0.969816,0.939633,0.360000,133.907227,ExtraTreesClassifier,0.999732,0.999733,0.999732,0.999732,0.999710,0.969682,0.969713,0.969682,0.969665,0.958551
2Hz,90,DecisionTreeClassifier,0.997333,0.997345,0.997333,0.997333,0.994677,0.100000,133.907227,ExtraTreesClassifier,0.999731,0.999731,0.999731,0.999730,0.999708,0.997198,0.997208,0.997198,0.997193,0.996167
2Hz,90,DecisionTreeClassifier,0.970549,0.970550,0.970549,0.970549,0.941099,0.880000,133.907227,ExtraTreesClassifier,0.999357,0.999358,0.999357,0.999357,0.999306,0.970228,0.970290,0.970228,0.970234,0.959285
2Hz,90,DecisionTreeClassifier,0.983812,0.983812,0.983812,0.983812,0.967624,0.580000,133.907227,ExtraTreesClassifier,0.999838,0.999839,0.999838,0.999838,0.999825,0.983731,0.983766,0.983731,0.983735,0.977744
2Hz,90,DecisionTreeClassifier,0.998655,0.998658,0.998655,0.998655,0.997313,0.100000,69.688477,ExtraTreesClassifier,0.999826,0.999827,0.999826,0.999826,0.999804,0.998568,0.998571,0.998568,0.998567,0.998014
2Hz,90,DecisionTreeClassifier,0.988912,0.988912,0.988912,0.988912,0.977825,0.100000,133.907227,ExtraTreesClassifier,0.999601,0.999601,0.999601,0.999601,0.999568,0.988713,0.988688,0.988713,0.988693,0.984556
2Hz,90,DecisionTreeClassifier,0.990203,0.990209,0.990203,0.990203,0.980413,0.900000,133.907227,ExtraTreesClassifier,0.999358,0.999358,0.999358,0.999358,0.999306,0.989882,0.989954,0.989882,0.989899,0.986188
2Hz,90,DecisionTreeClassifier,0.960106,0.960106,0.960106,0.960106,0.920213,0.700000,133.907227,ExtraTreesClassifier,0.999424,0.999424,0.999424,0.999424,0.999378,0.959818,0.959901,0.959818,0.959808,0.945084
2Hz,90,DecisionTreeClassifier,0.987366,0.987366,0.987366,0.987366,0.974731,0.820000,133.907227,ExtraTreesClassifier,0.999568,0.999569,0.999568,0.999568,0.999533,0.987150,0.987201,0.987150,0.987167,0.982422
2Hz,90,DecisionTreeClassifier,0.974763,0.974763,0.974763,0.974763,0.949527,0.700000,133.907227,RandomForestClassifier,0.999787,0.999787,0.999787,0.999787,0.999769,0.974657,0.974715,0.974657,0.974653,0.965318
2Hz,90,DecisionTreeClassifier,0.978918,0.979741,0.978918,0.978909,0.958658,0.100000,133.907227,ExtraTreesClassifier,0.998881,0.998883,0.998881,0.998873,0.998176,0.978358,0.979142,0.978358,0.978254,0.967075
2Hz,90,DecisionTreeClassifier,0.991115,0.991116,0.991115,0.991115,0.982230,0.100000,133.907227,ExtraTreesClassifier,0.999497,0.999497,0.999497,0.999497,0.999453,0.990863,0.990860,0.990863,0.990858,0.987478
2Hz,90,DecisionTreeClassifier,0.983962,0.983962,0.983962,0.983962,0.967923,0.780000,133.907227,ExtraTreesClassifier,0.998768,0.998772,0.998768,0.998768,0.998670,0.983346,0.983326,0.983346,0.983319,0.977235
2Hz,90,DecisionTreeClassifier,0.932543,0.932544,0.932543,0.932543,0.865088,0.740000,133.907227,ExtraTreesClassifier,0.999249,0.999254,0.999249,0.999250,0.999188,0.932168,0.932441,0.932168,0.932227,0.907186
2Hz,90,DecisionTreeClassifier,0.979473,0.979473,0.979473,0.979473,0.958946,0.380000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999537,0.979259,0.979297,0.979259,0.979259,0.971618
2Hz,90,DecisionTreeClassifier,0.968924,0.968924,0.968924,0.968924,0.937848,0.740000,133.907227,ExtraTreesClassifier,0.999459,0.999461,0.999459,0.999459,0.999410,0.968653,0.968786,0.968653,0.968682,0.957019
2Hz,90,DecisionTreeClassifier,0.986907,0.986907,0.986907,0.986907,0.973813,0.820000,133.907227,RandomForestClassifier,0.999838,0.999839,0.999838,0.999838,0.999825,0.986826,0.986848,0.986826,0.986820,0.981977
2Hz,90,DecisionTreeClassifier,0.989938,0.989938,0.989938,0.989938,0.979877,0.120000,133.907227,ExtraTreesClassifier,0.998127,0.998148,0.998127,0.998132,0.997977,0.989029,0.989073,0.989029,0.989036,0.985000
2Hz,90,DecisionTreeClassifier,0.965308,0.965308,0.965308,0.965308,0.930615,0.760000,133.907227,ExtraTreesClassifier,0.999570,0.999570,0.999570,0.999569,0.999534,0.965093,0.965177,0.965093,0.965110,0.952248
2Hz,90,DecisionTreeClassifier,0.987905,0.987905,0.987905,0.987905,0.975811,0.760000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999769,0.987798,0.987774,0.987798,0.987769,0.983317
2Hz,90,DecisionTreeClassifier,0.972910,0.972910,0.972910,0.972910,0.945821,0.840000,133.907227,ExtraTreesClassifier,0.999029,0.999042,0.999029,0.999031,0.998949,0.972452,0.972467,0.972452,0.972430,0.962320
2Hz,90,DecisionTreeClassifier,0.944947,0.944949,0.944947,0.944947,0.889896,0.740000,133.907227,ExtraTreesClassifier,0.999634,0.999634,0.999634,0.999634,0.999603,0.944764,0.945075,0.944764,0.944833,0.924365
2Hz,90,DecisionTreeClassifier,0.969096,0.969096,0.969096,0.969096,0.938193,0.580000,133.907227,ExtraTreesClassifier,0.999802,0.999802,0.999802,0.999802,0.999784,0.968997,0.969043,0.968997,0.968984,0.957493
2Hz,90,DecisionTreeClassifier,0.987014,0.987014,0.987014,0.987014,0.974027,0.780000,133.907227,ExtraTreesClassifier,0.999455,0.999456,0.999455,0.999455,0.999407,0.986741,0.986755,0.986741,0.986740,0.981834
2Hz,90,DecisionTreeClassifier,0.951854,0.951855,0.951854,0.951854,0.903709,0.680000,133.907227,ExtraTreesClassifier,0.998945,0.998945,0.998945,0.998940,0.998849,0.951345,0.951448,0.951345,0.951373,0.933242
2Hz,90,DecisionTreeClassifier,0.977069,0.977069,0.977069,0.977069,0.954138,0.860000,133.907227,ExtraTreesClassifier,0.991030,0.991265,0.991030,0.991008,0.990305,0.972611,0.972731,0.972611,0.972587,0.962518
2Hz,90,DecisionTreeClassifier,0.966936,0.966944,0.966936,0.966936,0.933880,0.800000,133.907227,ExtraTreesClassifier,0.999461,0.999462,0.999461,0.999460,0.999417,0.966694,0.966914,0.966694,0.966746,0.954507
2Hz,90,DecisionTreeClassifier,0.985395,0.985395,0.985395,0.985395,0.970791,0.780000,133.907227,ExtraTreesClassifier,0.999301,0.999303,0.999301,0.999300,0.999244,0.985046,0.985146,0.985046,0.985074,0.979554
2Hz,90,DecisionTreeClassifier,0.970813,0.970813,0.970813,0.970813,0.941625,0.820000,133.907227,ExtraTreesClassifier,0.999785,0.999786,0.999785,0.999785,0.999768,0.970705,0.970781,0.970705,0.970698,0.959947
2Hz,90,DecisionTreeClassifier,0.957686,0.957686,0.957686,0.957686,0.915372,0.700000,133.907227,ExtraTreesClassifier,0.999047,0.999048,0.999047,0.999047,0.998964,0.957209,0.957386,0.957209,0.957258,0.941400
2Hz,90,DecisionTreeClassifier,0.961448,0.961448,0.961448,0.961448,0.922896,0.760000,133.907227,ExtraTreesClassifier,0.999384,0.999381,0.999384,0.999380,0.999333,0.961140,0.961207,0.961140,0.961130,0.946834
2Hz,90,DecisionTreeClassifier,0.944835,0.944835,0.944835,0.944835,0.889669,0.640000,133.907227,ExtraTreesClassifier,0.999933,0.999933,0.999933,0.999933,0.999927,0.944801,0.945136,0.944801,0.944861,0.924402
2Hz,90,DecisionTreeClassifier,0.982269,0.982269,0.982269,0.982269,0.964538,0.480000,133.907227,ExtraTreesClassifier,0.999682,0.999682,0.999682,0.999682,0.999655,0.982110,0.982083,0.982110,0.982067,0.975522
2Hz,90,DecisionTreeClassifier,0.972238,0.972238,0.972238,0.972238,0.944476,0.760000,133.907227,ExtraTreesClassifier,0.999483,0.999484,0.999483,0.999483,0.999440,0.971980,0.971992,0.971980,0.971950,0.961642
2Hz,90,DecisionTreeClassifier,0.996759,0.996776,0.996759,0.996759,0.993535,0.100000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999769,0.996651,0.996668,0.996651,0.996643,0.995422
2Hz,90,DecisionTreeClassifier,0.964073,0.964074,0.964073,0.964073,0.928146,0.760000,133.907227,ExtraTreesClassifier,0.999490,0.999490,0.999490,0.999490,0.999449,0.963818,0.963843,0.963818,0.963731,0.950563
2Hz,90,DecisionTreeClassifier,0.986520,0.986520,0.986520,0.986520,0.973040,0.180000,133.907227,ExtraTreesClassifier,0.996118,0.996129,0.996118,0.996122,0.995798,0.984579,0.984573,0.984579,0.984553,0.978904
2Hz,90,DecisionTreeClassifier,0.956265,0.956266,0.956265,0.956265,0.912530,0.800000,133.907227,ExtraTreesClassifier,0.998395,0.998399,0.998395,0.998395,0.998267,0.955516,0.955627,0.955516,0.955522,0.939159
